,media_id,media_key,class_id,label_id,pose_timestamp,pose_lat,pose_lon,pose_alt,pose_dep,posedata_heading,posedata_roll,posedata_pitch,media_path,thm_path,campaign_key,deployment_key,platform,class_name,tags,comment,class_uuid,class_color,label_timestamp,labeler,x,y,t,point_id,point_data
0,4902006,sxA180804_image0001582_FC.png ,4733,189097,2018-08-05T02:08:17.058000Z,44.5703830282774,-125.149085235294,6.035997,777.445143012248,-3.06118742761,0.126827334623,-0.0559541164934,http://soi-uos-data.storage.googleapis.com/fk180731/ae2000f/20180804_093404_20180804_143258_20180805_123456_20180809_083837_ae2000f_sx3/images/sxA180804_image0001582_FC.png ,/api/media/4902006/thumbnail?size=350,fk180731,20180804_093404_20180804_143258_20180805_123456_20180809_083837_ae2000f_sx3,UTOK AE2000F AUV,abandoned research equipment,,,c9fd9587-77b1-41e3-9843-314dcd497b2a,#bfc169,2022/04/05T14:39:52.997086Z,blair.insitu@gmail.com,0.442355269668481,0.970933828076685,,187015,"{""user_created"": true, ""polygon"": [[-0.06877783275606142, 0.025974025974026115], [-0.05541810984661064, -0.08163265306122434], [0.0712518555170707, -0.05318491032776733], [0.06284017812963874, 0.0278293135435994], [0.0613557644730331, 0.0278293135435994], [0.0613557644730331, 0.0278293135435994]]}"
1,4902006,sxA180804_image0001582_FC.png ,4121,189098,2018-08-05T02:08:17.058000Z,44.5703830282774,-125.149085235294,6.035997,777.445143012248,-3.06118742761,0.126827334623,-0.0559541164934,http://soi-uos-data.storage.googleapis.com/fk180731/ae2000f/20180804_093404_20180804_143258_20180805_123456_20180809_083837_ae2000f_sx3/images/sxA180804_image0001582_FC.png ,/api/media/4902006/thumbnail?size=350,fk180731,20180804_093404_20180804_143258_20180805_123456_20180809_083837_ae2000f_sx3,UTOK AE2000F AUV,footprint,,,f1f35295-1bd0-4dd0-a361-9a334709dafd,#80ea04,2022/04/05T14:40:37.291963Z,blair.insitu@gmail.com,0.226620484908461,0.716141001855288,,187016,"{""user_created"": true}"
2,4905159,sxB180804_image0002657_FC.png ,4634,189099,2018-08-05T08:34:09.101000Z,44.5692412560091,-125.148002197444,6.021854,769.893708123057,-0.0780324230415,-0.00036208441459,-0.0687606222396,http://soi-uos-data.storage.googleapis.com/fk180731/ae2000f/20180804_093404_20180804_143258_20180805_123456_20180809_083837_ae2000f_sx3/images/sxB180804_image0002657_FC.png ,/api/media/4905159/thumbnail?size=350,fk180731,20180804_093404_20180804_143258_20180805_123456_20180809_083837_ae2000f_sx3,UTOK AE2000F AUV,weight,,,d24dc443-fa01-4b0e-b4e5-7507daa22dcb,#9ee4e9,2022/04/05T16:12:09.876495Z,blair.insitu@gmail.com,0.406273909716909,0.369502868068834,,187017,"{""user_created"": true, ""polygon"": [[-0.025248661055853185, 0.0334608030592731], [-0.016067329762815694, 0.024856596558317075], [0.017597551644988437, 0.01912045889101306], [0.026778882938025928, 0.009560229445506366], [0.0344299923488905, 0.010516252390057036], [0.03749043611323633, 0.0038240917782023506], [0.035960214231063416, -0.00764818355640568], [0.03902065799540925, -0.01912045889101371], [0.03749043611323633, -0.04302103250478044], [0.03289977046671759, -0.015296367112811033], [0.022188217291507183, -0.00669216061185501], [0.01606732976281552, -0.021988527724665717], [-0.0022953328232594595, -0.025812619502868395], [-0.021423106350420898, -0.022944550669216388], [-0.03136954858454485, -0.029636711281071072], [-0.03136954858454485, -0.029636711281071072]]}"
3,4905159,sxB180804_image0002657_FC.png ,4634,189100,2018-08-05T08:34:09.101000Z,44.5692412560091,-125.148002197444,6.021854,769.893708123057,-0.0780324230415,-0.00036208441459,-0.0687606222396,http://soi-uos-data.storage.googleapis.com/fk180731/ae2000f/20180804_093404_20180804_143258_20180805_123456_20180809_083837_ae2000f_sx3/images/sxB180804_image0002657_FC.png ,/api/media/4905159/thumbnail?size=350,fk180731,20180804_093404_20180804_143258_20180805_123456_20180809_083837_ae2000f_sx3,UTOK AE2000F AUV,weight,,,d24dc443-fa01-4b0e-b4e5-7507daa22dcb,#9ee4e9,2022/04/05T16:13:18.736964Z,blair.insitu@gmail.com,0.240244835501148,0.181166347992352,,187018,"{""user_created"": true, ""polygon"": [[0.006120887528691312, 0.06118546845124264], [0.009181331293037142, 0.03824091778202658], [0.021423106350420464, 0.014340344168259848], [0.02218821729150692, -0.01147227533460822], [0.021423106350420464, -0.026768642447418927], [0.02524866105585275, -0.03919694072657763], [0.01836266258607463, -0.054493307839388334], [0.004590665646518398, -0.05640535372848968], [0.0015302218821725672, -0.042065009560229634], [-0.007651109410864923, -0.03728489483747629], [-0.025248661055853446, -0.013384321223709559], [-0.03366488140780448, 0.004780114722753156], [-0.044376434583014886, 0.015296367112810518], [-0.044376434583014886, 0.015296367112810518]]}"
4,4905159,sxB180804_image0002657_FC.png ,4379,189101,2018-08-05T08:34:09.101000Z,44.5692412560091,-125.148002197444,6.021854,769.893708123057,-0.0780324230415,-0.00036208441459,-0.0687606222396,http://soi-uos-data.storage.googleapis.com/fk180731/ae2000f/20180804_093404_20180804_143258_20180805_123456_20180809_083837_ae2000f_sx3/images/sxB180804_image0002657_FC.png ,/api/media/4905159/thumbnail?size=350,fk180731,20180804_093404_20180804_143258_20180805_123456_20180809_083837_ae2000f_sx3,UTOK AE2000F AUV,equipment,,,5343a2fa-349c-4d3f-af16-583b6a5e9741,#cfecf8,2022/04/05T16:13:47.213253Z,blair.insitu@gmail.com,0.372609028309105,0.467017208413002,,187019,"{""user_created"": true, ""polygon"": [[0.010711553175210232, -0.04110898661567883], [0.015302218821728976, -0.04015296367112816], [0.013771996939556061, -0.009560229445506746], [-0.006885998469778292, 0.047801147227533404], [-0.02907421576128556, 0.04302103250478006], [-0.01683244070390224, 0.020076481835564], [-0.0007651109410866315, -0.0296367112810708], [-0.0007651109410866315, -0.0296367112810708]]}"
5,4914252,sxD180809_image0005301_FC.png ,4733,189102,2018-08-09T23:17:14.203000Z,44.5703834658665,-125.149070948177,6.074926,777.104198414027,1.57814928901,-0.0465920159169,-0.04994131907,http://soi-uos-data.storage.googleapis.com/fk180731/ae2000f/20180804_093404_20180804_143258_20180805_123456_20180809_083837_ae2000f_sx3/images/sxD180809_image0005301_FC.png ,/api/media/4914252/thumbnail?size=350,fk180731,20180804_093404_20180804_143258_20180805_123456_20180809_083837_ae2000f_sx3,UTOK AE2000F AUV,abandoned research equipment,,,c9fd9587-77b1-41e3-9843-314dcd497b2a,#bfc169,2022/04/05T16:18:27.732741Z,blair.insitu@gmail.com,0.141545524100995,0.334130019120459,,187020,"{""user_created"": true, ""polygon"": [[0.05738332058148397, 0.08891013384321213], [0.07421576128538604, -0.05353728489483758], [-0.07039020657995444, -0.1089866156787764], [-0.08263198163733776, 0.04588910133843201], [-0.08263198163733776, 0.04588910133843201]]}"
6,4914252,sxD180809_image0005301_FC.png ,4121,189103,2018-08-09T23:17:14.203000Z,44.5703834658665,-125.149070948177,6.074926,777.104198414027,1.57814928901,-0.0465920159169,-0.04994131907,http://soi-uos-data.storage.googleapis.com/fk180731/ae2000f/20180804_093404_20180804_143258_20180805_123456_20180809_083837_ae2000f_sx3/images/sxD180809_image0005301_FC.png ,/api/media/4914252/thumbnail?size=350,fk180731,20180804_093404_20180804_143258_20180805_123456_20180809_083837_ae2000f_sx3,UTOK AE2000F AUV,footprint,,,f1f35295-1bd0-4dd0-a361-9a334709dafd,#80ea04,2022/04/05T16:19:00.834270Z,blair.insitu@gmail.com,0.335883703136955,0.207934990439771,,187021,"{""user_created"": true, ""polygon"": [[0.008416220351950903, -0.18642447418738095], [-0.03136954858454489, 0.06787762906309705], [-0.25172149961744467, -0.022944550669216524], [-0.23718439173680197, -0.19694072657743833], [-0.2586074980872228, -0.200764818355641], [-0.2930374904361134, 0.005736137667303553], [-0.006120887528691791, 0.11759082217973185], [0.03442999234889046, -0.1759082217973236], [0.03442999234889046, -0.1759082217973236]]}"
7,4914658,sxD180809_image0005719_FC.png ,4733,189104,2018-08-09T23:45:09.933000Z,44.57039590073,-125.149094903724,5.512607,777.722610445025,-1.38765198206,-0.0301059394444,-0.0668348116967,http://soi-uos-data.storage.googleapis.com/fk180731/ae2000f/20180804_093404_20180804_143258_20180805_123456_20180809_083837_ae2000f_sx3/images/sxD180809_image0005719_FC.png ,/api/media/4914658/thumbnail?size=350,fk180731,20180804_093404_20180804_143258_20180805_123456_20180809_083837_ae2000f_sx3,UTOK AE2000F AUV,abandoned research equipment,,,c9fd9587-77b1-41e3-9843-314dcd497b2a,#bfc169,2022/04/05T16:19:45.532103Z,blair.insitu@gmail.com,0.67176740627391,0.361854684512428,,187022,"{""user_created"": true, ""polygon"": [[-0.058148431522571035, -0.08030592734225594], [0.07727620504973196, -0.07934990439770527], [0.0619739862280028, 0.08413001912045916], [-0.0696250956388679, 0.08699808795411117], [-0.0696250956388679, 0.08699808795411117]]}"
8,4914658,sxD180809_image0005719_FC.png ,4121,189105,2018-08-09T23:45:09.933000Z,44.57039590073,-125.149094903724,5.512607,777.722610445025,-1.38765198206,-0.0301059394444,-0.0668348116967,http://soi-uos-data.storage.googleapis.com/fk180731/ae2000f/20180804_093404_20180804_143258_20180805_123456_20180809_083837_ae2000f_sx3/images/sxD180809_image0005719_FC.png ,/api/media/4914658/thumbnail?size=350,fk180731,20180804_093404_20180804_143258_20180805_123456_20180809_083837_ae2000f_sx3,UTOK AE2000F AUV,footprint,,,f1f35295-1bd0-4dd0-a361-9a334709dafd,#80ea04,2022/04/05T16:20:10.139315Z,blair.insitu@gmail.com,0.49885233358837,0.453632887189293,,187023,"{""user_created"": true, ""polygon"": [[-0.03596021423106316, 0.37858508604206453], [-0.011476664116296515, -0.02485659655831789], [0.2631981637337417, -4.890925140987305e-16], [0.23947972456006156, 0.18260038240917734], [0.2211170619739866, 0.17590822179732266], [0.23565416985462928, 0.027724665391968918], [0.014537107880643042, 0.007648183556404864], [-0.015302218821728802, 0.3824091778202672], [-0.015302218821728802, 0.3824091778202672]]}"
9,4903883,sxB180804_image0001359_FC.png ,4733,189154,2018-08-05T07:07:25.528000Z,44.5700247325615,-125.146803425607,5.388229,768.942379981543,2.01447912295,0.0257132496288,0.121461948924,http://soi-uos-data.storage.googleapis.com/fk180731/ae2000f/20180804_093404_20180804_143258_20180805_123456_20180809_083837_ae2000f_sx3/images/sxB180804_image0001359_FC.png ,/api/media/4903883/thumbnail?size=350,fk180731,20180804_093404_20180804_143258_20180805_123456_20180809_083837_ae2000f_sx3,UTOK AE2000F AUV,abandoned research equipment,,,c9fd9587-77b1-41e3-9843-314dcd497b2a,#bfc169,2022/04/21T16:41:13.954333Z,ns1u21@soton.ac.uk,0.455896007428041,0.809744779582367,,187056,"{""user_created"": true, ""polygon"": [[-0.08170844939647179, -0.20649651972157812], [-0.06685236768802238, -0.2134570765661257], [-0.02878365831012081, -0.12645011600928113], [0.04735376044568235, -0.112529002320186], [0.08820798514391819, -0.06728538283062685], [0.10027855153203331, -0.03132250580046443], [0.1309192200557102, -0.017401392111369304], [0.18105849582172692, -0.025522041763341462], [0.19405756731662013, 0.017401392111368513], [0.18662952646239545, 0.02552204176334067], [0.17177344475394604, -0.009280742459397147], [0.11049210770659228, 0.015081206496519325], [0.08913649025069627, 0.06032482598607849], [0.11420612813370463, 0.09164733178654252], [0.11327762302692654, 0.12529002320185575], [0.09192200557103053, 0.15777262180974438], [0.08820798514391819, 0.18677494199535924], [-0.09377901578458692, 0.18329466357308546], [-0.050139275766016816, 0.10092807424593928], [-0.020427112349118027, 0.015081206496519325], [-0.03342618384401125, -0.04060324825986118], [-0.030640668523676987, -0.055684454756380904], [-0.051996285979572995, -0.10788863109048763], [-0.05942432683379769, -0.08584686774942035], [-0.07706592386258135, -0.08468677494199575], [-0.09099350046425266, -0.10904872389791223], [-0.08913649025069649, -0.12645011600928113], [-0.08635097493036223, -0.13457076566125328], [-0.09192200557103075, -0.1508120649651976], [-0.07613741875580327, -0.17865429234338787], [-0.08170844939647179, -0.20417633410672895], [-0.08170844939647179, -0.20417633410672895]]}"
